,category,accession,file_index
1779,plant,NW_009340710.1,1
1780,plant,NW_009340711.1,1
1781,plant,NW_009340712.1,1
1782,plant,NW_009340713.1,1
1783,plant,NW_009340714.1,1
1784,plant,NW_009340716.1,1
1785,plant,NW_009340717.1,1
1786,plant,NW_009340718.1,1
1787,plant,NW_009340719.1,1
1788,plant,NW_009340720.1,1
1789,plant,NW_009340721.1,1
1790,plant,NW_009340722.1,1
1791,plant,NW_009340723.1,1
1792,plant,NW_009340724.1,1
1793,plant,NW_009340725.1,1
1794,plant,NW_009340727.1,1
1795,plant,NW_009340728.1,1
1796,plant,NW_009340729.1,1
1797,plant,NW_009340730.1,1
1798,plant,NW_009340731.1,1
1799,plant,NW_009340732.1,1
1800,plant,NW_009340733.1,1
1801,plant,NW_009340734.1,1
1802,plant,NW_009340735.1,1
1803,plant,NW_009340736.1,1
1804,plant,NW_009340737.1,1
1805,plant,NW_009340738.1,1
1806,plant,NW_009340739.1,1
1807,plant,NW_009340740.1,1
1808,plant,NW_009340741.1,1
1809,plant,NW_009340742.1,1
1810,plant,NW_009340743.1,1
1811,plant,NW_009340744.1,1
1812,plant,NW_009340745.1,1
1813,plant,NW_009340747.1,1
1814,plant,NW_009340749.1,1
1815,plant,NW_009340750.1,1
1816,plant,NW_009340751.1,1
1817,plant,NW_009340752.1,1
1818,plant,NW_009340753.1,1
1819,plant,NW_009340754.1,1
1820,plant,NW_009340755.1,1
1821,plant,NW_009340756.1,1
1822,plant,NW_009340757.1,1
1823,plant,NW_009340758.1,1
1824,plant,NW_009340759.1,1
1825,plant,NW_009340760.1,1
1826,plant,NW_009340761.1,1
1827,plant,NW_009340762.1,1
1828,plant,NW_009340763.1,1
1829,plant,NW_009340764.1,1
1830,plant,NW_009340765.1,1
1831,plant,NW_009340766.1,1
1832,plant,NW_009340767.1,1
1833,plant,NW_009340768.1,1
1834,plant,NW_009340769.1,1
1835,plant,NW_009340771.1,1
1836,plant,NW_009340772.1,1
1837,plant,NW_009340773.1,1
1838,plant,NW_009340774.1,1
1839,plant,NW_009340775.1,1
1840,plant,NW_009340776.1,1
1841,plant,NW_009340778.1,1
1842,plant,NW_009340779.1,1
1843,plant,NW_009340780.1,1
1844,plant,NW_009340782.1,1
1845,plant,NW_009340783.1,1
1846,plant,NW_009340784.1,1
1847,plant,NW_009340785.1,1
1848,plant,NW_009340786.1,1
1849,plant,NW_009340787.1,1
1850,plant,NW_009340788.1,1
1851,plant,NW_009340789.1,1
1852,plant,NW_009340790.1,1
1853,plant,NW_009340791.1,1
1854,plant,NW_009340792.1,1
1855,plant,NW_009340793.1,1
1856,plant,NW_009340794.1,1
1857,plant,NW_009340795.1,1
1858,plant,NW_009340796.1,1
1859,plant,NW_009340797.1,1
1860,plant,NW_009340798.1,1
1861,plant,NW_009340799.1,1
1862,plant,NW_009340800.1,1
1863,plant,NW_009340801.1,1
1864,plant,NW_009340802.1,1
1865,plant,NW_009340803.1,1
1866,plant,NW_009340804.1,1
1867,plant,NW_009340805.1,1
1868,plant,NW_009340806.1,1
1869,plant,NW_009340807.1,1
1870,plant,NW_009340808.1,1
1871,plant,NW_009340809.1,1
1872,plant,NW_009340810.1,1
1873,plant,NW_009340811.1,1
1874,plant,NW_009340812.1,1
1875,plant,NW_009340813.1,1
1876,plant,NW_009340814.1,1
1877,plant,NW_009340815.1,1
1878,plant,NW_009340816.1,1
1879,plant,NW_009340817.1,1
1880,plant,NW_009340819.1,1
1881,plant,NW_009340820.1,1
1882,plant,NW_009340821.1,1
1883,plant,NW_009340822.1,1
1884,plant,NW_009340823.1,1
1885,plant,NW_009340824.1,1
1886,plant,NW_009340825.1,1
1887,plant,NW_009340826.1,1
1888,plant,NW_009340827.1,1
1889,plant,NW_009340828.1,1
1890,plant,NW_009340829.1,1
1891,plant,NW_009340830.1,1
1892,plant,NW_009340831.1,1
1893,plant,NW_009340832.1,1
1894,plant,NW_009340833.1,1
1895,plant,NW_009340834.1,1
1896,plant,NW_009340835.1,1
1897,plant,NW_009340836.1,1
1898,plant,NW_009340837.1,1
1899,plant,NW_009340838.1,1
1900,plant,NW_009340839.1,1
1901,plant,NW_009340840.1,1
1902,plant,NW_009340841.1,1
1903,plant,NW_009340842.1,1
1904,plant,NW_009340843.1,1
1905,plant,NW_009340844.1,1
1906,plant,NW_009340845.1,1
1907,plant,NW_009340846.1,1
1908,plant,NW_009340847.1,1
1909,plant,NW_009340849.1,1
1910,plant,NW_009340850.1,1
1911,plant,NW_009340851.1,1
1912,plant,NW_009340852.1,1
1913,plant,NW_009340853.1,1
1914,plant,NW_009340854.1,1
1915,plant,NW_009340855.1,1
1916,plant,NW_009340856.1,1
1917,plant,NW_009340857.1,1
1918,plant,NW_009340858.1,1
1919,plant,NW_009340859.1,1
1920,plant,NW_009340860.1,1
1921,plant,NW_009340861.1,1
1922,plant,NW_009340862.1,1
1923,plant,NW_009340863.1,1
1924,plant,NW_009340864.1,1
1925,plant,NW_009340865.1,1
1926,plant,NW_009340866.1,1
1927,plant,NW_009340867.1,1
1928,plant,NW_009340868.1,1
1929,plant,NW_009340869.1,1
1930,plant,NW_009340870.1,1
1931,plant,NW_009340871.1,1
1932,plant,NW_009340872.1,1
1933,plant,NW_009340873.1,1
1934,plant,NW_009340874.1,1
1935,plant,NW_009340875.1,1
1936,plant,NW_009340876.1,1
1937,plant,NW_009340877.1,1
1938,plant,NW_009340878.1,1
1939,plant,NW_009340879.1,1
1940,plant,NW_009340880.1,1
1941,plant,NW_009340882.1,1
1942,plant,NW_009340883.1,1
1943,plant,NW_009340884.1,1
1944,plant,NW_009340885.1,1
1945,plant,NW_009340886.1,1
1946,plant,NW_009340887.1,1
1947,plant,NW_009340888.1,1
1948,plant,NW_009340889.1,1
1949,plant,NW_009340890.1,1
1950,plant,NW_009340891.1,1
1951,plant,NW_009340892.1,1
1952,plant,NW_009340893.1,1
1953,plant,NW_009340894.1,1
1954,plant,NW_009340896.1,1
1955,plant,NW_009340897.1,1
1956,plant,NW_009340898.1,1
1957,plant,NW_009340899.1,1
1958,plant,NW_009340900.1,1
1959,plant,NW_009340901.1,1
1960,plant,NW_009340902.1,1
1961,plant,NW_009340903.1,1
1962,plant,NW_009340904.1,1
1963,plant,NW_009340905.1,1
1964,plant,NW_009340906.1,1
1965,plant,NW_009340907.1,1
1966,plant,NW_009340908.1,1
1967,plant,NW_009340909.1,1
1968,plant,NW_009340910.1,1
1969,plant,NW_009340911.1,1
1970,plant,NW_009340912.1,1
1971,plant,NW_009340913.1,1
1972,plant,NW_009340916.1,1
1973,plant,NW_009340917.1,1
1974,plant,NW_009340918.1,1
1975,plant,NW_009340919.1,1
1976,plant,NW_009340920.1,1
1977,plant,NW_009340921.1,1
1978,plant,NW_009340922.1,1
1979,plant,NW_009340923.1,1
1980,plant,NW_009340924.1,1
1981,plant,NW_009340925.1,1
1982,plant,NW_009340926.1,1
1983,plant,NW_009340927.1,1
1984,plant,NW_009340928.1,1
1985,plant,NW_009340929.1,1
1986,plant,NW_009340930.1,1
1987,plant,NW_009340931.1,1
1988,plant,NW_009340932.1,1
1989,plant,NW_009340933.1,1
1990,plant,NW_009340934.1,1
1991,plant,NW_009340935.1,1
1992,plant,NW_009340936.1,1
1993,plant,NW_009340937.1,1
1994,plant,NW_009340938.1,1
1995,plant,NW_009340939.1,1
1996,plant,NW_009340941.1,1
1997,plant,NW_009340942.1,1
1998,plant,NW_009340943.1,1
1999,plant,NW_009340944.1,1
2000,plant,NW_009340945.1,1
2001,plant,NW_009340946.1,1
2002,plant,NW_009340947.1,1
2003,plant,NW_009340949.1,1
2004,plant,NW_009340950.1,1
2005,plant,NW_009340952.1,1
2006,plant,NW_009340953.1,1
2007,plant,NW_009340954.1,1
2008,plant,NW_009340955.1,1
2009,plant,NW_009340956.1,1
2010,plant,NW_009340957.1,1
2011,plant,NW_009340958.1,1
2012,plant,NW_009340959.1,1
2013,plant,NW_009340960.1,1
2014,plant,NW_009340961.1,1
2015,plant,NW_009340962.1,1
2016,plant,NW_009340963.1,1
2017,plant,NW_009340964.1,1
2018,plant,NW_009340965.1,1
2019,plant,NW_009340966.1,1
2020,plant,NW_009340967.1,1
2021,plant,NW_009340968.1,1
2022,plant,NW_009340969.1,1
2023,plant,NW_009340970.1,1
2024,plant,NW_009340971.1,1
2025,plant,NW_009340972.1,1
2026,plant,NW_009340973.1,1
2027,plant,NW_009340974.1,1
2028,plant,NW_009340975.1,1
2029,plant,NW_009340976.1,1
2030,plant,NW_009340977.1,1
2031,plant,NW_009340978.1,1
2032,plant,NW_009340979.1,1
2033,plant,NW_009340980.1,1
2034,plant,NW_009340982.1,1
2035,plant,NW_009340983.1,1
2036,plant,NW_009340984.1,1
2037,plant,NW_009340985.1,1
2038,plant,NW_009340986.1,1
2039,plant,NW_009340987.1,1
2040,plant,NW_009340988.1,1
2041,plant,NW_009340989.1,1
2042,plant,NW_009340991.1,1
2043,plant,NW_009340992.1,1
2044,plant,NW_009340993.1,1
2045,plant,NW_009340995.1,1
2046,plant,NW_009340996.1,1
2047,plant,NW_009340997.1,1
2048,plant,NW_009340998.1,1
2049,plant,NW_009340999.1,1
2050,plant,NW_009341000.1,1
2051,plant,NW_009341001.1,1
2052,plant,NW_009341002.1,1
2053,plant,NW_009341003.1,1
2054,plant,NW_009341004.1,1
2055,plant,NW_009341005.1,1
2056,plant,NW_009341006.1,1
2057,plant,NW_009341007.1,1
2058,plant,NW_009341008.1,1
2059,plant,NW_009341009.1,1
2060,plant,NW_009341010.1,1
2061,plant,NW_009341011.1,1
2062,plant,NW_009341012.1,1
2063,plant,NW_009341013.1,1
2064,plant,NW_009341014.1,1
2065,plant,NW_009341015.1,1
2066,plant,NW_009341016.1,1
2067,plant,NW_009341017.1,1
2068,plant,NW_009341018.1,1
2069,plant,NW_009341019.1,1
2070,plant,NW_009341020.1,1
2071,plant,NW_009341021.1,1
2072,plant,NW_009341022.1,1
2073,plant,NW_009341023.1,1
2074,plant,NW_009341024.1,1
2075,plant,NW_009341027.1,1
2076,plant,NW_009341028.1,1
2077,plant,NW_009341029.1,1
2078,plant,NW_009341030.1,1
2079,plant,NW_009341031.1,1
2080,plant,NW_009341032.1,1
2081,plant,NW_009341033.1,1
2082,plant,NW_009341034.1,1
2083,plant,NW_009341035.1,1
2084,plant,NW_009341036.1,1
2085,plant,NW_009341038.1,1
2086,plant,NW_009341039.1,1
2087,plant,NW_009341040.1,1
2088,plant,NW_009341041.1,1
2089,plant,NW_009341042.1,1
2090,plant,NW_009341043.1,1
2091,plant,NW_009341044.1,1
2092,plant,NW_009341045.1,1
2093,plant,NW_009341046.1,1
2094,plant,NW_009341047.1,1
2095,plant,NW_009341048.1,1
2096,plant,NW_009341049.1,1
2097,plant,NW_009341050.1,1
2098,plant,NW_009341051.1,1
2099,plant,NW_009341052.1,1
2100,plant,NW_009341053.1,1
2101,plant,NW_009341054.1,1
2102,plant,NW_009341055.1,1
2103,plant,NW_009341056.1,1
2104,plant,NW_009341057.1,1
2105,plant,NW_009341058.1,1
2106,plant,NW_009341059.1,1
2107,plant,NW_009341060.1,1
2108,plant,NW_009341061.1,1
2109,plant,NW_009341062.1,1
2110,plant,NW_009341063.1,1
2111,plant,NW_009341064.1,1
2112,plant,NW_009341065.1,1
2113,plant,NW_009341066.1,1
2114,plant,NW_009341067.1,1
2115,plant,NW_009341068.1,1
2116,plant,NW_009341069.1,1
2117,plant,NW_009341070.1,1
2118,plant,NW_009341071.1,1
2119,plant,NW_009341073.1,1
2120,plant,NW_009341074.1,1
2121,plant,NW_009341075.1,1
2122,plant,NW_009341076.1,1
2123,plant,NW_009341077.1,1
2124,plant,NW_009341078.1,1
2125,plant,NW_009341079.1,1
2126,plant,NW_009341080.1,1
2127,plant,NW_009341081.1,1
2128,plant,NW_009341083.1,1
2129,plant,NW_009341084.1,1
2130,plant,NW_009341085.1,1
2131,plant,NW_009341086.1,1
2132,plant,NW_009341087.1,1
2133,plant,NW_009341088.1,1
2134,plant,NW_009341089.1,1
2135,plant,NW_009341090.1,1
2136,plant,NW_009341091.1,1
2137,plant,NW_009341092.1,1
2138,plant,NW_009341094.1,1
2139,plant,NW_009341095.1,1
2140,plant,NW_009341096.1,1
2141,plant,NW_009341097.1,1
2142,plant,NW_009341098.1,1
2143,plant,NW_009341101.1,1
2144,plant,NW_009341102.1,1
2145,plant,NW_009341103.1,1
2146,plant,NW_009341104.1,1
2147,plant,NW_009341105.1,1
2148,plant,NW_009341106.1,1
2149,plant,NW_009341107.1,1
2150,plant,NW_009341108.1,1
2151,plant,NW_009341109.1,1
2152,plant,NW_009341110.1,1
2153,plant,NW_009341111.1,1
2154,plant,NW_009341112.1,1
2155,plant,NW_009341113.1,1
2156,plant,NW_009341114.1,1
2157,plant,NW_009341115.1,1
2158,plant,NW_009341116.1,1
2159,plant,NW_009341117.1,1
2160,plant,NW_009341118.1,1
2161,plant,NW_009341119.1,1
2162,plant,NW_009341120.1,1
2163,plant,NW_009341121.1,1
2164,plant,NW_009341122.1,1
2165,plant,NW_009341123.1,1
2166,plant,NW_009341124.1,1
2167,plant,NW_009341125.1,1
2168,plant,NW_009341126.1,1
2169,plant,NW_009341127.1,1
2170,plant,NW_009341128.1,1
2171,plant,NW_009341129.1,1
2172,plant,NW_009341130.1,1
2173,plant,NW_009341131.1,1
2174,plant,NW_009341132.1,1
2175,plant,NW_009341133.1,1
2176,plant,NW_009341134.1,1
2177,plant,NW_009341135.1,1
2178,plant,NW_009341136.1,1
2179,plant,NW_009341137.1,1
2180,plant,NW_009341139.1,1
2181,plant,NW_009341140.1,1
2182,plant,NW_009341141.1,1
2183,plant,NW_009341142.1,1
2184,plant,NW_009341143.1,1
2185,plant,NW_009341144.1,1
2186,plant,NW_009341145.1,1
2187,plant,NW_009341146.1,1
2188,plant,NW_009341147.1,1
2189,plant,NW_009341148.1,1
2190,plant,NW_009341149.1,1
2191,plant,NW_009341150.1,1
2192,plant,NW_009341151.1,1
2193,plant,NW_009341152.1,1
2194,plant,NW_009341153.1,1
2195,plant,NW_009341154.1,1
2196,plant,NW_009341155.1,1
2197,plant,NW_009341156.1,1
2198,plant,NW_009341157.1,1
2199,plant,NW_009341158.1,1
2200,plant,NW_009341161.1,1
2201,plant,NW_009341162.1,1
2202,plant,NW_009341163.1,1
2203,plant,NW_009341164.1,1
2204,plant,NW_009341165.1,1
2205,plant,NW_009341166.1,1
2206,plant,NW_009341167.1,1
2207,plant,NW_009341168.1,1
2208,plant,NW_009341169.1,1
2209,plant,NW_009341170.1,1
2210,plant,NW_009341171.1,1
2211,plant,NW_009341172.1,1
2212,plant,NW_009341173.1,1
2213,plant,NW_009341174.1,1
2214,plant,NW_009341175.1,1
2215,plant,NW_009341176.1,1
2216,plant,NW_009341177.1,1
2217,plant,NW_009341178.1,1
2218,plant,NW_009341179.1,1
2219,plant,NW_009341180.1,1
2220,plant,NW_009341181.1,1
2221,plant,NW_009341182.1,1
2222,plant,NW_009341183.1,1
2223,plant,NW_009341184.1,1
2224,plant,NW_009341185.1,1
2225,plant,NW_009341186.1,1
2226,plant,NW_009341187.1,1
2227,plant,NW_009341188.1,1
2228,plant,NW_009341189.1,1
2229,plant,NW_009341190.1,1
2230,plant,NW_009341191.1,1
2231,plant,NW_009341192.1,1
2232,plant,NW_009341193.1,1
2233,plant,NW_009341194.1,1
2234,plant,NW_009341195.1,1
2235,plant,NW_009341196.1,1
2236,plant,NW_009341197.1,1
2237,plant,NW_009341198.1,1
2238,plant,NW_009341199.1,1
2239,plant,NW_009341200.1,1
2240,plant,NW_009341201.1,1
2241,plant,NW_009341202.1,1
2242,plant,NW_009341203.1,1
2243,plant,NW_009341205.1,1
2244,plant,NW_009341206.1,1
2245,plant,NW_009341207.1,1
2246,plant,NW_009341208.1,1
2247,plant,NW_009341209.1,1
2248,plant,NW_009341210.1,1
2249,plant,NW_009341211.1,1
2250,plant,NW_009341212.1,1
2251,plant,NW_009341213.1,1
2252,plant,NW_009341214.1,1
2253,plant,NW_009341216.1,1
2254,plant,NW_009341217.1,1
2255,plant,NW_009341218.1,1
2256,plant,NW_009341219.1,1
2257,plant,NW_009341220.1,1
2258,plant,NW_009341221.1,1
2259,plant,NW_009341222.1,1
2260,plant,NW_009341223.1,1
2261,plant,NW_009341224.1,1
2262,plant,NW_009341225.1,1
2263,plant,NW_009341227.1,1
2264,plant,NW_009341228.1,1
2265,plant,NW_009341229.1,1
2266,plant,NW_009341230.1,1
2267,plant,NW_009341231.1,1
2268,plant,NW_009341232.1,1
2269,plant,NW_009341233.1,1
2270,plant,NW_009341234.1,1
2271,plant,NW_009341235.1,1
2272,plant,NW_009341236.1,1
2273,plant,NW_009341237.1,1
2274,plant,NW_009341238.1,1
2275,plant,NW_009341239.1,1
2276,plant,NW_009341240.1,1
2277,plant,NW_009341241.1,1
2278,plant,NW_009341242.1,1
2279,plant,NW_009341243.1,1
2280,plant,NW_009341244.1,1
2281,plant,NW_009341245.1,1
2282,plant,NW_009341246.1,1
2283,plant,NW_009341247.1,1
2284,plant,NW_009341250.1,1
2285,plant,NW_009341251.1,1
2286,plant,NW_009341252.1,1
2287,plant,NW_009341254.1,1
2288,plant,NW_009341255.1,1
2289,plant,NW_009341256.1,1
2290,plant,NW_009341257.1,1
2291,plant,NW_009341258.1,1
2292,plant,NW_009341259.1,1
2293,plant,NW_009341261.1,1
2294,plant,NW_009341262.1,1
2295,plant,NW_009341263.1,1
2296,plant,NW_009341265.1,1
2297,plant,NW_009341266.1,1
2298,plant,NW_009341267.1,1
2299,plant,NW_009341268.1,1
2300,plant,NW_009341269.1,1
2301,plant,NW_009341270.1,1
2302,plant,NW_009341272.1,1
2303,plant,NW_009341273.1,1
2304,plant,NW_009341274.1,1
2305,plant,NW_009341275.1,1
2306,plant,NW_009341276.1,1
2307,plant,NW_009341277.1,1
2308,plant,NW_009341278.1,1
2309,plant,NW_009341279.1,1
2310,plant,NW_009341280.1,1
2311,plant,NW_009341281.1,1
2312,plant,NW_009341282.1,1
2313,plant,NW_009341283.1,1
2314,plant,NW_009341284.1,1
2315,plant,NW_009341285.1,1
2316,plant,NW_009341286.1,1
2317,plant,NW_009341287.1,1
2318,plant,NW_009341288.1,1
2319,plant,NW_009341289.1,1
2320,plant,NW_009341290.1,1
2321,plant,NW_009341291.1,1
2322,plant,NW_009341292.1,1
2323,plant,NW_009341293.1,1
2324,plant,NW_009341294.1,1
2325,plant,NW_009341295.1,1
2326,plant,NW_009341296.1,1
2327,plant,NW_009341297.1,1
2328,plant,NW_009341298.1,1
2329,plant,NW_009341299.1,1
2330,plant,NW_009341300.1,1
2331,plant,NW_009341301.1,1
2332,plant,NW_009341302.1,1
2333,plant,NW_009341303.1,1
2334,plant,NW_009341305.1,1
2335,plant,NW_009341306.1,1
2336,plant,NW_009341307.1,1
2337,plant,NW_009341308.1,1
2338,plant,NW_009341309.1,1
2339,plant,NW_009341310.1,1
2340,plant,NW_009341311.1,1
2341,plant,NW_009341313.1,1
2342,plant,NW_009341314.1,1
2343,plant,NW_009341315.1,1
2344,plant,NW_009341316.1,1
2345,plant,NW_009341317.1,1
2346,plant,NW_009341318.1,1
2347,plant,NW_009341319.1,1
2348,plant,NW_009341320.1,1
2349,plant,NW_009341321.1,1
2350,plant,NW_009341322.1,1
2351,plant,NW_009341323.1,1
2352,plant,NW_009341324.1,1
2353,plant,NW_009341325.1,1
2354,plant,NW_009341326.1,1
2355,plant,NW_009341327.1,1
2356,plant,NW_009341328.1,1
2357,plant,NW_009341329.1,1
2358,plant,NW_009341330.1,1
2359,plant,NW_009341331.1,1
2360,plant,NW_009341332.1,1
2361,plant,NW_009341333.1,1
2362,plant,NW_009341334.1,1
2363,plant,NW_009341335.1,1
2364,plant,NW_009341336.1,1
2365,plant,NW_009341337.1,1
2366,plant,NW_009341338.1,1
2367,plant,NW_009341339.1,1
2368,plant,NW_009341340.1,1
2369,plant,NW_009341341.1,1
2370,plant,NW_009341342.1,1
2371,plant,NW_009341343.1,1
2372,plant,NW_009341344.1,1
2373,plant,NW_009341345.1,1
2374,plant,NW_009341346.1,1
2375,plant,NW_009341347.1,1
2376,plant,NW_009341349.1,1
2377,plant,NW_009341350.1,1
2378,plant,NW_009341351.1,1
2379,plant,NW_009341353.1,1
2380,plant,NW_009341354.1,1
2381,plant,NW_009341355.1,1
2382,plant,NW_009341356.1,1
2383,plant,NW_009341357.1,1
2384,plant,NW_009341358.1,1
2385,plant,NW_009341361.1,1
2386,plant,NW_009341362.1,1
2387,plant,NW_009341363.1,1
2388,plant,NW_009341364.1,1
2389,plant,NW_009341365.1,1
2390,plant,NW_009341366.1,1
2391,plant,NW_009341367.1,1
2392,plant,NW_009341368.1,1
2393,plant,NW_009341369.1,1
2394,plant,NW_009341370.1,1
2395,plant,NW_009341371.1,1
2396,plant,NW_009341372.1,1
2397,plant,NW_009341373.1,1
2398,plant,NW_009341374.1,1
2399,plant,NW_009341375.1,1
2400,plant,NW_009341376.1,1
2401,plant,NW_009341377.1,1
2402,plant,NW_009341378.1,1
2403,plant,NW_009341379.1,1
2404,plant,NW_009341380.1,1
2405,plant,NW_009341381.1,1
2406,plant,NW_009341383.1,1
2407,plant,NW_009341384.1,1
2408,plant,NW_009341385.1,1
2409,plant,NW_009341386.1,1
2410,plant,NW_009341387.1,1
2411,plant,NW_009341388.1,1
2412,plant,NW_009341389.1,1
2413,plant,NW_009341390.1,1
2414,plant,NW_009341391.1,1
2415,plant,NW_009341392.1,1
2416,plant,NW_009341394.1,1
2417,plant,NW_009341395.1,1
2418,plant,NW_009341396.1,1
2419,plant,NW_009341397.1,1
2420,plant,NW_009341398.1,1
2421,plant,NW_009341399.1,1
2422,plant,NW_009341400.1,1
2423,plant,NW_009341401.1,1
2424,plant,NW_009341402.1,1
2425,plant,NW_009341403.1,1
2426,plant,NW_009341405.1,1
2427,plant,NW_009341406.1,1
2428,plant,NW_009341407.1,1
2429,plant,NW_009341408.1,1
2430,plant,NW_009341409.1,1
2431,plant,NW_009341410.1,1
2432,plant,NW_009341411.1,1
2433,plant,NW_009341412.1,1
2434,plant,NW_009341413.1,1
2435,plant,NW_009341414.1,1
2436,plant,NW_009341415.1,1
2437,plant,NW_009341416.1,1
2438,plant,NW_009341417.1,1
2439,plant,NW_009341418.1,1
2440,plant,NW_009341419.1,1
2441,plant,NW_009341420.1,1
2442,plant,NW_009341421.1,1
2443,plant,NW_009341422.1,1
2444,plant,NW_009341423.1,1
2445,plant,NW_009341424.1,1
2446,plant,NW_009341425.1,1
2447,plant,NW_009341427.1,1
2448,plant,NW_009341428.1,1
2449,plant,NW_009341429.1,1
2450,plant,NW_009341430.1,1
2451,plant,NW_009341431.1,1
2452,plant,NW_009341432.1,1
2453,plant,NW_009341433.1,1
2454,plant,NW_009341434.1,1
2455,plant,NW_009341435.1,1
2456,plant,NW_009341437.1,1
2457,plant,NW_009341438.1,1
2458,plant,NW_009341439.1,1
2459,plant,NW_009341440.1,1
2460,plant,NW_009341441.1,1
2461,plant,NW_009341442.1,1
2462,plant,NW_009341443.1,1
2463,plant,NW_009341444.1,1
2464,plant,NW_009341445.1,1
2465,plant,NW_009341446.1,1
2466,plant,NW_009341447.1,1
2467,plant,NW_009341449.1,1
2468,plant,NW_009341450.1,1
2469,plant,NW_009341451.1,1
2470,plant,NW_009341452.1,1
2471,plant,NW_009341453.1,1
2472,plant,NW_009341454.1,1
2473,plant,NW_009341455.1,1
2474,plant,NW_009341456.1,1
2475,plant,NW_009341457.1,1
2476,plant,NW_009341458.1,1
2477,plant,NW_009341459.1,1
2478,plant,NW_009341460.1,1
2479,plant,NW_009341461.1,1
2480,plant,NW_009341462.1,1
2481,plant,NW_009341463.1,1
2482,plant,NW_009341464.1,1
2483,plant,NW_009341465.1,1
2484,plant,NW_009341466.1,1
2485,plant,NW_009341468.1,1
2486,plant,NW_009341469.1,1
2487,plant,NW_009341472.1,1
2488,plant,NW_009341473.1,1
2489,plant,NW_009341474.1,1
2490,plant,NW_009341475.1,1
2491,plant,NW_009341476.1,1
2492,plant,NW_009341477.1,1
2493,plant,NW_009341478.1,1
2494,plant,NW_009341479.1,1
2495,plant,NW_009341480.1,1
2496,plant,NW_009341481.1,1
2497,plant,NW_009341482.1,1
2498,plant,NW_009341483.1,1
2499,plant,NW_009341484.1,1
2500,plant,NW_009341485.1,1
2501,plant,NW_009341486.1,1
2502,plant,NW_009341487.1,1
2503,plant,NW_009341488.1,1
2504,plant,NW_009341489.1,1
2505,plant,NW_009341490.1,1
2506,plant,NW_009341491.1,1
2507,plant,NW_009341492.1,1
2508,plant,NW_009341494.1,1
2509,plant,NW_009341495.1,1
2510,plant,NW_009341496.1,1
2511,plant,NW_009341497.1,1
2512,plant,NW_009341498.1,1
2513,plant,NW_009341499.1,1
2514,plant,NW_009341500.1,1
2515,plant,NW_009341501.1,1
2516,plant,NW_009341502.1,1
2517,plant,NW_009341503.1,1
2518,plant,NW_009341505.1,1
2519,plant,NW_009341506.1,1
2520,plant,NW_009341507.1,1
2521,plant,NW_009341508.1,1
2522,plant,NW_009341510.1,1
2523,plant,NW_009341511.1,1
2524,plant,NW_009341512.1,1
2525,plant,NW_009341513.1,1
2526,plant,NW_009341514.1,1
2527,plant,NW_009341516.1,1
2528,plant,NW_009341517.1,1
2529,plant,NW_009341518.1,1
2530,plant,NW_009341519.1,1
2531,plant,NW_009341520.1,1
2532,plant,NW_009341521.1,1
2533,plant,NW_009341522.1,1
2534,plant,NW_009341523.1,1
2535,plant,NW_009341524.1,1
2536,plant,NW_009341525.1,1
2537,plant,NW_009341527.1,1
2538,plant,NW_009341528.1,1
2539,plant,NW_009341529.1,1
2540,plant,NW_009341530.1,1
2541,plant,NW_009341531.1,1
2542,plant,NW_009341532.1,1
2543,plant,NW_009341533.1,1
2544,plant,NW_009341534.1,1
2545,plant,NW_009341535.1,1
2546,plant,NW_009341536.1,1
2547,plant,NW_009341539.1,1
2548,plant,NW_009341540.1,1
2549,plant,NW_009341541.1,1
2550,plant,NW_009341542.1,1
2551,plant,NW_009341543.1,1
2552,plant,NW_009341544.1,1
2553,plant,NW_009341546.1,1
2554,plant,NW_009341547.1,1
2555,plant,NW_009341549.1,1
2556,plant,NW_009341550.1,1
2557,plant,NW_009341551.1,1
2558,plant,NW_009341552.1,1
2559,plant,NW_009341553.1,1
2560,plant,NW_009341554.1,1
2561,plant,NW_009341555.1,1
2562,plant,NW_009341556.1,1
2563,plant,NW_009341557.1,1
2564,plant,NW_009341558.1,1
2565,plant,NW_009341559.1,1
2566,plant,NW_009341560.1,1
2567,plant,NW_009341561.1,1
2568,plant,NW_009341562.1,1
2569,plant,NW_009341563.1,1
2570,plant,NW_009341564.1,1
2571,plant,NW_009341565.1,1
2572,plant,NW_009341566.1,1
2573,plant,NW_009341567.1,1
2574,plant,NW_009341568.1,1
2575,plant,NW_009341569.1,1
2576,plant,NW_009341570.1,1
2577,plant,NW_009341571.1,1
2578,plant,NW_009341572.1,1
2579,plant,NW_009341573.1,1
2580,plant,NW_009341574.1,1
2581,plant,NW_009341575.1,1
2582,plant,NW_009341576.1,1
2583,plant,NW_009341577.1,1
2584,plant,NW_009341578.1,1
2585,plant,NW_009341579.1,1
2586,plant,NW_009341580.1,1
2587,plant,NW_009341581.1,1
2588,plant,NW_009341582.1,1
2589,plant,NW_009341583.1,1
2590,plant,NW_009341584.1,1
2591,plant,NW_009341585.1,1
2592,plant,NW_009341586.1,1
2593,plant,NW_009341587.1,1
2594,plant,NW_009341588.1,1
2595,plant,NW_009341589.1,1
2596,plant,NW_009341590.1,1
2597,plant,NW_009341591.1,1
2598,plant,NW_009341592.1,1
2599,plant,NW_009341593.1,1
2600,plant,NW_009341594.1,1
